FY of Arrival,CY of Arrival,CY of birth,Age at Arrival,Gender,Country of Birth,Arrival From,Nativity/Culture
2009,2009,1991,18,F,ET,ET,ET
2009,2009,1979,30,M,ET,ET,ER
2009,2009,1984,25,M,ET,ET,ER
2009,2009,1980,29,F,ET,ET,ER
2009,2009,1986,23,M,ET,ET,ER
2009,2009,1985,25,F,ET,ET,ER
2009,2009,2008,2,F,ET,ET,ER
2009,2009,1979,31,M,ET,ET,ER
2009,2009,1973,37,M,ET,ET,ER
2009,2009,1985,25,F,ET,ET,ER
2009,2009,2003,6,M,ET,ET,ER
2009,2009,1954,56,M,ET,ET,ER
2009,2009,1981,28,M,GA,GA,GA
2009,2009,1991,18,F,GT,GT,GT
2009,2008,1979,30,F,IR,TU,IR
2009,2008,1990,18,M,IR,TU,IR
2009,2009,1967,42,F,IR,SY,IZ
2009,2009,1987,22,M,IR,TU,IR
2009,2009,1960,49,M,IR,TU,IR
2009,2009,1999,10,M,IR,TU,IR
2009,2009,1967,42,F,IR,TU,IR
2009,2009,1990,19,F,IR,TU,IR
2009,2009,1979,30,F,IR,TU,IR
2009,2009,2004,5,F,IR,TU,IR
2009,2009,1978,31,F,IR,TU,IZ
2009,2009,1977,32,M,IR,TU,IZ
2009,2009,2005,4,M,IR,TU,IZ
2009,2009,2007,2,F,IR,TU,IZ
2009,2009,1969,39,F,IR,TU,IR
2009,2009,1997,12,F,IR,TU,IR
2009,2009,1991,18,M,IR,TU,IR
2009,2009,1964,45,F,IR,TU,IR
2009,2009,1968,41,M,IR,TU,IR
2009,2009,1970,39,M,IR,TU,IR
2009,2009,1971,38,F,IR,TU,IR
2009,2009,1996,13,F,IR,TU,IR
2009,2009,2008,1,M,IR,TU,IR
2009,2009,1959,50,M,IR,TU,IR
2009,2009,1969,40,F,IR,TU,IR
2009,2009,1991,18,F,IR,TU,IR
2009,2009,2003,6,M,IR,TU,IR
2009,2009,1982,27,F,IR,TU,IR
2009,2009,1965,44,F,IR,TU,IR
2009,2009,1990,19,M,IR,TU,IR
2009,2009,1958,52,M,IR,TU,IR
2009,2009,2001,8,F,IR,TU,IR
2009,2009,1979,30,M,IR,TU,IR
2009,2009,1973,36,M,IR,TU,IR
2009,2009,2002,7,F,IR,TU,IR
2009,2009,1954,55,M,IV,IV,
2009,2009,1971,38,M,IZ,IZ,IZ
2009,2009,1955,54,F,IZ,SY,IZ
2009,2009,1988,20,F,IZ,SY,IZ
2009,2009,1970,38,M,IZ,TU,IZ
2009,2008,1963,45,F,IZ,JO,IZ
2009,2008,1976,32,M,IZ,JO,IZ
2009,2008,1965,43,F,IZ,JO,IZ
2009,2008,2006,3,M,IZ,JO,IZ
2009,2009,1975,34,M,IZ,LE,IZ
2009,2009,1981,28,M,IZ,LE,IZ
2009,2009,1969,40,M,IZ,LE,IZ
2009,2009,1982,26,M,IZ,LE,IZ
2009,2009,1946,63,M,IZ,EG,IZ
2009,2009,1990,19,F,IZ,EG,IZ
2009,2009,1996,13,M,IZ,EG,IZ
2009,2009,1969,40,F,IZ,IZ,IZ
2009,2009,2004,4,F,IZ,IZ,IZ
2009,2009,1952,56,F,IZ,EG,IZ
2009,2009,2007,2,M,IZ,SY,IZ
2009,2009,1953,56,M,IZ,JO,IZ
2009,2009,1963,46,F,IZ,JO,IZ
2009,2009,1992,16,M,IZ,JO,IZ
2009,2009,1993,16,M,IZ,JO,IZ
2009,2009,1977,32,M,IZ,SY,IZ
2009,2009,1987,21,F,IZ,SY,IZ
2009,2009,1979,30,M,IZ,SY,IZ
2009,2009,1981,27,M,IZ,IZ,IZ
2009,2009,1985,24,F,IZ,IZ,IZ
2009,2009,2007,1,M,IZ,IZ,IZ
2009,2009,1983,26,M,IZ,JO,IZ
2009,2009,1982,26,F,IZ,JO,IZ
2009,2009,2005,4,M,IZ,JO,IZ
2009,2009,1968,41,M,IZ,IZ,IZ
2009,2009,1973,35,M,IZ,SY,IZ
2009,2009,1976,32,F,IZ,SY,IZ
2009,2009,1996,13,F,IZ,SY,IZ
2009,2009,2004,4,M,IZ,SY,IZ
2009,2009,2004,4,M,IZ,SY,IZ
2009,2009,2004,4,F,IZ,SY,IZ
2009,2009,1968,41,F,IZ,SY,IZ
2009,2009,1999,10,F,IZ,SY,IZ
2009,2009,1965,44,M,IZ,SY,IZ
2009,2009,2006,3,M,IZ,SY,IZ
2009,2009,2000,9,M,IZ,SY,IZ
2009,2009,2004,5,M,IZ,SY,IZ
2009,2009,2007,1,F,IZ,SY,IZ
2009,2009,2005,4,M,IZ,SY,IZ
2009,2009,1977,31,M,IZ,TU,IZ
2009,2009,1979,29,M,IZ,JO,IZ
2009,2009,1986,23,F,IZ,JO,IZ
2009,2008,1960,48,F,IZ,SY,IZ
2009,2008,1993,15,M,IZ,SY,IZ
2009,2008,1996,13,F,IZ,SY,IZ
2009,2009,2005,3,F,IZ,JO,IZ
2009,2009,2008,1,F,IZ,JO,IZ
2009,2009,2004,5,F,IZ,JO,IZ
2009,2009,1979,30,M,IZ,IZ,IZ
2009,2009,2000,9,F,IZ,IZ,IZ
2009,2009,1976,33,F,IZ,IZ,IZ
2009,2009,2002,6,M,IZ,IZ,IZ
2009,2008,1980,29,M,IZ,JO,IZ
2009,2008,1984,25,F,IZ,JO,IZ
2009,2008,2004,4,M,IZ,JO,IZ
2009,2008,1958,51,M,IZ,JO,IZ
2009,2008,1967,42,F,IZ,JO,IZ
2009,2008,1987,21,F,IZ,JO,IZ
2009,2008,1991,18,F,IZ,JO,IZ
2009,2008,1998,10,M,IZ,JO,IZ
2009,2008,1974,34,M,IZ,LE,IZ
2009,2008,1979,29,M,IZ,LE,IZ
2009,2008,1979,29,M,IZ,LE,IZ
2009,2008,1978,30,M,IZ,LE,IZ
2009,2009,1987,22,M,IZ,TU,IZ
2009,2009,1983,26,M,IZ,SY,IZ
2009,2009,1983,25,M,IZ,SY,IZ
2009,2009,1985,24,F,IZ,SY,IZ
2009,2009,1980,29,M,IZ,SY,IZ
2009,2009,1959,50,M,IZ,JO,IZ
2009,2009,1967,42,F,IZ,JO,IZ
2009,2009,1996,13,F,IZ,JO,IZ
2009,2009,1997,12,M,IZ,JO,IZ
2009,2009,1993,16,M,IZ,JO,IZ
2009,2009,1987,22,M,IZ,TU,IZ
2009,2009,1966,43,F,IZ,TU,IZ
2009,2009,2005,4,M,IZ,TU,IZ
2009,2009,1992,16,M,IZ,TU,IZ
2009,2009,1991,18,M,IZ,TU,IZ
2009,2009,1974,34,M,IZ,IZ,IZ
2009,2009,1973,35,F,IZ,IZ,IZ
2009,2009,2005,4,M,IZ,IZ,IZ
2009,2009,2007,1,M,IZ,IZ,IZ
2009,2009,1963,46,M,IZ,TU,IZ
2009,2009,1970,39,M,IZ,SY,IZ
2009,2009,1981,28,M,IZ,TU,IZ
2009,2009,1973,36,M,IZ,EG,IZ
2009,2009,2005,4,M,IZ,EG,IZ
2009,2009,1978,31,F,IZ,EG,IZ
2009,2009,2003,6,M,IZ,EG,IZ
2009,2009,1931,78,F,IZ,EG,IZ
2009,2009,1966,43,M,IZ,JO,IZ
2009,2009,2004,5,F,IZ,JO,IZ
2009,2009,2000,9,M,IZ,JO,IZ
2009,2009,1965,44,F,IZ,JO,IZ
2009,2009,1998,11,F,IZ,JO,IZ
2009,2009,1983,25,M,IZ,JO,IZ
2009,2009,1964,44,M,IZ,JO,IZ
2009,2009,1950,59,F,IZ,JO,IZ
2009,2009,1976,33,M,IZ,JO,IZ
2009,2009,1998,11,F,IZ,SY,IZ
2009,2009,1980,28,F,IZ,JO,IZ
2009,2009,1985,23,M,IZ,TU,IZ
2009,2009,1986,23,F,IZ,TU,IZ
2009,2009,1982,27,M,IZ,TU,IZ
2009,2009,2004,5,F,IZ,TU,IZ
2009,2009,2005,4,F,IZ,TU,IZ
2009,2009,1982,27,M,IZ,TU,IZ
2009,2009,1980,28,F,IZ,TU,IZ
2009,2009,1999,10,M,IZ,TU,IZ
2009,2009,1971,38,F,IZ,SY,IZ
2009,2009,1949,60,F,IZ,SY,IZ
2009,2009,1991,18,F,IZ,SY,IZ
2009,2009,1989,20,M,IZ,SY,IZ
2009,2009,1986,23,M,IZ,SY,IZ
2009,2009,1931,78,F,IZ,SY,IZ
2009,2009,1956,53,F,IZ,SY,IZ
2009,2009,1949,59,M,IZ,SY,IZ
2009,2009,1977,32,M,IZ,SY,IZ
2009,2009,1978,31,M,IZ,SY,IZ
2009,2009,1976,33,M,IZ,JO,IZ
2009,2009,1979,30,M,IZ,LE,IZ
2009,2009,1979,29,M,IZ,SY,IZ
2009,2009,1980,29,F,IZ,SY,IZ
2009,2009,2003,5,F,IZ,SY,IZ
2009,2009,1981,28,M,IZ,TU,IZ
2009,2009,1983,26,F,IZ,TU,IZ
2009,2009,1978,30,M,IZ,IZ,IZ
2009,2009,1978,31,M,IZ,TU,IZ
2009,2009,1987,22,M,IZ,TU,IZ
2009,2009,1988,21,M,IZ,LE,IZ
2009,2009,1967,42,M,IZ,IZ,IZ
2009,2009,1968,41,F,IZ,IZ,IZ
2009,2009,1991,18,F,IZ,IZ,IZ
2009,2009,1997,12,F,IZ,IZ,IZ
2009,2009,1983,26,M,IZ,SY,IZ
2009,2009,1966,42,F,IZ,SY,IZ
2009,2009,1986,23,M,IZ,SY,IZ
2009,2009,1988,21,M,IZ,SY,IZ
2009,2009,1991,18,M,IZ,SY,IZ
2009,2009,1994,15,M,IZ,SY,IZ
2009,2009,2001,8,F,IZ,SY,IZ
2009,2009,1967,41,M,IZ,SY,IZ
2009,2009,1972,37,F,IZ,SY,IZ
2009,2009,1993,16,M,IZ,SY,IZ
2009,2009,1994,15,M,IZ,SY,IZ
2009,2009,1998,11,F,IZ,SY,IZ
2009,2009,2001,8,M,IZ,SY,IZ
2009,2009,2004,5,M,IZ,SY,IZ
2009,2009,1956,52,M,IZ,TU,IZ
2009,2009,1963,46,F,IZ,TU,IZ
2009,2009,1991,18,M,IZ,TU,IZ
2009,2009,1994,15,M,IZ,TU,IZ
2009,2009,1968,41,M,IZ,IZ,IZ
2009,2009,1985,24,F,IZ,IZ,IZ
2009,2009,1970,39,M,IZ,JO,IZ
2009,2009,1998,11,F,IZ,JO,IZ
2009,2009,2005,4,F,IZ,JO,IZ
2009,2009,2002,7,F,IZ,JO,IZ
2009,2009,1983,26,F,IZ,JO,IZ
2009,2009,1964,45,F,IZ,SY,IZ
2009,2009,1971,38,M,IZ,SY,IZ
2009,2009,1960,49,F,IZ,SY,IZ
2009,2009,1971,38,F,IZ,SY,IZ
2009,2009,1975,34,M,IZ,SY,IZ
2009,2009,1951,58,F,IZ,SY,IZ
2009,2009,1988,21,M,IZ,SY,IZ
2009,2009,1941,68,M,IZ,SY,IZ
2009,2009,1968,41,F,IZ,SY,IZ
2009,2009,1995,14,F,IZ,SY,IZ
2009,2009,1992,17,F,IZ,SY,IZ
2009,2009,1981,28,M,IZ,SY,IZ
2009,2009,1984,25,M,IZ,SY,IZ
2009,2009,1980,29,F,IZ,SY,IZ
2009,2009,1977,32,M,IZ,LE,IZ
2009,2009,1977,32,M,IZ,LE,IZ
2009,2009,1974,35,M,IZ,SY,IZ
2009,2009,1981,28,F,IZ,SY,IZ
2009,2009,2007,2,F,IZ,SY,IZ
2009,2009,1983,26,F,IZ,SY,IZ
2009,2009,2006,3,M,IZ,SY,IZ
2009,2009,1975,34,M,IZ,SY,IZ
2009,2009,1999,10,M,IZ,SY,IZ
2009,2009,1983,25,M,IZ,JO,IZ
2009,2009,1975,34,F,IZ,JO,IZ
2009,2009,2004,5,M,IZ,JO,IZ
2009,2009,2007,2,M,IZ,JO,IZ
2009,2009,1989,20,M,IZ,SY,IZ
2009,2009,1988,21,M,IZ,SY,IZ
2009,2009,1971,38,F,IZ,SY,IZ
2009,2009,2005,4,M,IZ,SY,IZ
2009,2009,1982,27,M,IZ,TU,IR
2009,2009,1982,27,F,IZ,TU,IR
2009,2009,1963,46,M,IZ,SY,IZ
2009,2009,1993,16,F,IZ,SY,IZ
2009,2009,1989,20,M,IZ,SY,IZ
2009,2009,2002,7,M,IZ,SY,IZ
2009,2009,1969,40,F,IZ,SY,IZ
2009,2009,1987,22,M,IZ,IZ,IZ
2009,2009,2008,1,F,IZ,IZ,IZ
2009,2009,1978,31,M,IZ,IZ,IZ
2009,2009,1985,24,F,IZ,IZ,IZ
2009,2009,1984,25,M,IZ,IZ,IZ
2009,2009,1985,24,M,IZ,LE,IZ
2009,2009,1986,23,F,IZ,JO,IZ
2009,2009,1962,47,M,IZ,JO,IZ
2009,2009,1968,41,F,IZ,JO,IZ
2009,2009,2003,6,M,IZ,JO,IZ
2009,2009,1996,13,M,IZ,JO,IZ
2009,2009,1990,19,F,IZ,JO,IZ
2009,2009,1972,37,M,IZ,SY,IZ
2009,2009,2005,4,F,IZ,SY,IZ
2009,2009,1997,11,F,IZ,SY,IZ
2009,2009,1975,34,F,IZ,SY,IZ
2009,2009,2000,9,M,IZ,SY,IZ
2009,2009,1971,38,M,IZ,SY,IZ
2009,2009,2002,7,M,IZ,SY,IZ
2009,2009,1974,35,F,IZ,SY,IZ
2009,2009,2001,8,F,IZ,SY,IZ
2009,2009,1962,47,M,IZ,EG,IZ
2009,2009,2001,8,F,IZ,EG,IZ
2009,2009,1990,18,F,IZ,EG,IZ
2009,2009,2003,6,M,IZ,EG,IZ
2009,2009,1999,10,M,IZ,EG,IZ
2009,2009,1993,16,F,IZ,EG,IZ
2009,2009,1962,47,F,IZ,EG,IZ
2009,2009,1987,22,M,IZ,IZ,IZ
2009,2009,1982,27,M,IZ,IZ,IZ
2009,2009,1942,67,M,IZ,SY,IZ
2009,2009,1942,67,F,IZ,SY,IZ
2009,2009,1982,27,F,IZ,SY,IZ
2009,2009,1965,44,F,IZ,EG,IZ
2009,2009,1992,17,M,IZ,EG,IZ
2009,2009,1999,10,M,IZ,EG,IZ
2009,2009,1976,33,M,IZ,LE,IZ
2009,2009,1979,30,M,IZ,IZ,IZ
2009,2009,1983,26,F,IZ,IZ,IZ
2009,2009,2005,4,F,IZ,IZ,IZ
2009,2009,2006,3,M,IZ,IZ,IZ
2009,2009,1974,35,M,IZ,IZ,IZ
2009,2009,1986,24,F,IZ,IZ,IZ
2009,2009,1958,52,F,IZ,IZ,IZ
2009,2009,1957,52,M,IZ,IZ,IZ
2009,2009,1981,29,M,IZ,IZ,IZ
2009,2009,1985,24,F,IZ,IZ,IZ
2009,2009,2007,2,M,IZ,IZ,IZ
2009,2009,2008,1,M,IZ,IZ,IZ
2009,2009,1972,37,M,IZ,TU,IZ
2009,2009,2005,4,M,IZ,TU,IZ
2009,2009,1978,31,M,IZ,IZ,IZ
2009,2009,1956,53,M,IZ,JO,IZ
2009,2009,1963,47,M,IZ,JO,IZ
2009,2009,1970,39,F,IZ,JO,IZ
2009,2009,1992,17,M,IZ,JO,IZ
2009,2009,1968,41,M,IZ,JO,IZ
2009,2009,1973,36,M,IZ,IZ,IZ
2009,2009,1984,25,M,IZ,IZ,IZ
2009,2009,2008,1,F,IZ,IZ,IZ
2009,2009,1985,24,F,IZ,IZ,IZ
2009,2009,1978,31,M,IZ,SY,IZ
2009,2009,1995,14,F,JO,JO,IZ
2009,2009,2008,1,M,JO,JO,IZ
2009,2009,1978,30,F,JO,JO,IZ
2009,2009,2008,1,M,JO,JO,IZ
2009,2009,2005,3,F,JO,SY,IZ
2009,2009,1980,29,F,JO,SY,IZ
2009,2009,2003,6,M,JO,SY,IZ
2009,2009,2005,4,M,JO,JO,IZ
2009,2009,2006,2,M,JO,JO,IZ
2009,2009,1999,10,F,JO,JO,IZ
2009,2009,2004,5,M,JO,JO,IZ
2009,2009,1963,46,F,JO,JO,JO
2009,2009,2004,4,F,KE,KE,SO
2009,2009,2006,2,F,KE,KE,SO
2009,2009,2002,7,M,KE,KE,SO
2009,2009,2008,0,F,KE,KE,SO
2009,2009,1994,15,M,KE,KE,SO
2009,2009,2000,9,F,KE,KE,SO
2009,2009,2006,3,M,KE,KE,SO
2009,2009,2007,2,M,KE,KE,SO
2009,2009,2000,8,M,KE,KE,SO
2009,2009,2002,6,M,KE,KE,SO
2009,2009,2004,5,M,KE,KE,SO
2009,2009,2006,2,F,KE,KE,SO
2009,2009,1997,11,F,KE,KE,SO
2009,2009,1992,17,M,KE,KE,SO
2009,2009,1996,13,M,KE,KE,SO
2009,2009,1997,12,F,KE,KE,SO
2009,2009,1999,9,M,KE,KE,SO
2009,2009,2000,8,F,KE,KE,SO
2009,2009,2003,5,M,KE,KE,SO
2009,2009,2006,2,M,KE,KE,SO
2009,2009,1994,15,M,KE,KE,SO
2009,2009,1995,14,F,KE,KE,SO
2009,2009,2000,8,F,KE,KE,SO
2009,2008,1994,15,M,KE,KE,SO
2009,2008,2002,6,M,KE,KE,SO
2009,2008,1992,17,F,KE,KE,SO
2009,2008,2000,8,F,KE,KE,SO
2009,2008,1995,14,F,KE,KE,SO
2009,2008,1991,18,M,KE,KE,SO
2009,2008,1994,15,M,KE,KE,SO
2009,2008,1993,16,F,KE,KE,SO
2009,2009,1998,11,M,KE,KE,SO
2009,2009,2002,7,M,KE,KE,SO
2009,2009,2000,9,M,KE,KE,SO
2009,2009,2007,2,F,KE,KE,SO
2009,2009,1996,13,M,KE,KE,SO
2009,2009,1993,16,M,KE,KE,SO
2009,2009,2005,4,F,KE,KE,SO
2009,2009,1993,16,F,KE,KE,SO
2009,2009,1995,14,F,KE,KE,SO
2009,2009,1995,14,F,KE,KE,SO
2009,2009,1997,12,F,KE,KE,SO
2009,2009,1999,10,F,KE,KE,SO
2009,2009,2002,7,M,KE,KE,SO
2009,2009,2002,7,F,KE,KE,SO
2009,2009,2004,5,F,KE,KE,SO
2009,2009,2005,4,M,KE,KE,SO
2009,2009,2001,8,M,KE,KE,SO
2009,2009,1992,17,F,KE,KE,SO
2009,2009,1993,16,F,KE,KE,SO
2009,2009,2000,9,M,KE,KE,SO
2009,2009,2005,4,F,KE,KE,SO
2009,2009,2003,6,F,KE,KE,SO
2009,2009,2003,6,F,KE,KE,SO
2009,2009,1999,10,M,KE,KE,SO
2009,2009,2000,9,M,KE,KE,SO
2009,2009,2001,8,F,KE,KE,SO
2009,2009,2003,6,M,KE,KE,SO
2009,2009,2005,4,F,KE,KE,SO
2009,2009,1998,12,M,KE,KE,SO
2009,2009,2000,9,M,KE,KE,SO
2009,2009,2002,7,M,KE,KE,SO
2009,2009,2004,5,M,KE,KE,SO
2009,2009,1997,12,M,KE,KE,SO
2009,2009,2000,9,M,KE,KE,SO
2009,2009,2001,8,M,KE,KE,SO
2009,2009,2003,6,F,KE,KE,SO
2009,2009,2005,5,F,KE,KE,SO
2009,2009,2008,1,F,KE,KE,SO
2009,2009,2006,3,M,KE,KE,SO
2009,2009,1993,17,F,KE,KE,SO
2009,2009,1995,15,M,KE,KE,SO
2009,2009,1999,11,M,KE,KE,SO
2009,2009,1998,11,M,KE,KE,SO
2009,2009,1995,14,F,KE,KE,SO
2009,2009,1984,25,M,KU,SY,IZ
2009,2009,1949,60,M,KU,SY,IZ
2009,2009,1958,51,F,KU,SY,IZ
2009,2009,1989,19,M,KU,SY,IZ
2009,2009,1991,18,M,KU,SY,IZ
2009,2009,1994,15,M,KU,SY,IZ
2009,2009,1998,11,F,LE,LE,IZ
2009,2009,1963,46,F,LE,LE,LE
2009,2009,1992,18,M,LI,LI,SL
2009,2009,1994,16,F,LI,LI,SL
2009,2009,1995,15,M,LI,LI,SL
2009,2009,1999,11,F,LI,LI,SL
2009,2009,2001,8,F,LI,LI,SL
2009,2008,1996,13,M,MX,MX,
2009,2008,2003,5,M,MX,MX,
2009,2008,2005,3,F,MY,MY,CN
2009,2008,2007,1,F,MY,MY,CN
2009,2009,2008,1,M,MY,MY,BT
2009,2009,2008,1,F,MY,MY,CN
2009,2009,2007,3,F,MY,MY,KA
2009,2009,2008,1,M,MY,MY,KA
2009,2009,1992,16,M,NP,NP,BT
2009,2009,2000,9,M,NP,NP,BT
2009,2009,1995,14,M,NP,NP,BT
2009,2008,1994,15,M,NP,NP,BT
2009,2008,1995,14,F,NP,NP,BT
2009,2009,2008,1,F,NP,NP,BT
2009,2009,2003,6,M,NP,NP,BT
2009,2009,2006,2,F,NP,NP,BT
2009,2009,2001,8,F,NP,NP,BT
2009,2009,1997,11,M,NP,NP,BT
2009,2009,1998,10,M,NP,NP,BT
2009,2009,1994,14,M,NP,NP,BT
2009,2009,1999,9,M,NP,NP,BT
2009,2009,1997,12,M,NP,NP,BT
2009,2009,1999,10,M,NP,NP,BT
2009,2009,1996,13,F,NP,NP,BT
2009,2009,1992,16,M,NP,NP,BT
2009,2009,1993,15,F,NP,NP,BT
2009,2009,2001,8,M,NP,NP,BT
2009,2009,2004,5,F,NP,NP,BT
2009,2009,2006,2,M,NP,NP,BT
2009,2009,1997,12,M,NP,NP,BT
2009,2009,1995,14,F,NP,NP,BT
2009,2009,1998,11,F,NP,NP,BT
2009,2009,2001,7,F,NP,NP,BT
2009,2009,1993,15,M,NP,NP,BT
2009,2009,1997,12,F,NP,NP,BT
2009,2009,2002,7,F,NP,NP,BT
2009,2009,2007,2,M,NP,NP,BT
2009,2009,2003,6,M,NP,NP,BT
2009,2009,2008,1,M,NP,NP,BT
2009,2009,2005,4,F,NP,NP,BT
2009,2009,1995,14,F,NP,NP,BT
2009,2009,1999,10,F,NP,NP,BT
2009,2009,1992,17,F,NP,NP,BT
2009,2009,1995,14,M,NP,NP,BT
2009,2009,1997,12,M,NP,NP,BT
2009,2009,2005,4,F,NP,NP,BT
2009,2009,2004,5,F,NP,NP,BT
2009,2009,2008,1,F,NP,NP,BT
2009,2009,1995,14,M,NP,NP,BT
2009,2009,2008,1,M,NP,NP,BT
2009,2009,2003,6,M,NP,NP,BT
2009,2009,1997,12,F,NP,NP,BT
2009,2009,1993,16,F,NP,NP,BT
2009,2009,1992,17,F,NP,NP,BT
2009,2009,1995,15,M,NP,NP,BT
2009,2009,2007,2,M,NP,NP,BT
2009,2009,2005,5,M,NP,NP,BT
2009,2008,1962,46,M,RW,ZA,RW
2009,2008,1967,41,F,RW,ZA,RW
2009,2008,1992,17,M,RW,ZA,RW
2009,2009,1968,41,F,RW,ZA,RW
2009,2009,1997,12,M,RW,ZA,RW
2009,2009,1994,15,M,RW,ZA,RW
2009,2009,1965,45,M,RW,,
2009,2009,1974,35,F,SO,KE,SO
2009,2009,1975,34,M,SO,KE,SO
2009,2009,1960,49,F,SO,KE,SO
2009,2009,1981,28,F,SO,KE,SO
2009,2009,1980,29,M,SO,KE,SO
2009,2009,1989,20,F,SO,KE,SO
2009,2009,1978,31,F,SO,KE,SO
2009,2009,1975,34,M,SO,KE,SO
2009,2009,1972,37,F,SO,KE,SO
2009,2009,1986,23,M,SO,KE,SO
2009,2009,1950,59,M,SO,KE,SO
2009,2009,1988,21,M,SO,KE,SO
2009,2009,1990,19,M,SO,KE,SO
2009,2009,1977,32,F,SO,KE,SO
2009,2009,1932,77,F,SO,KE,SO
2009,2009,1972,37,F,SO,YM,SO
2009,2009,1989,20,F,SO,KE,SO
2009,2009,1979,30,F,SO,KE,SO
2009,2009,1975,34,F,SO,KE,SO
2009,2009,1960,49,F,SO,KE,SO
2009,2009,1973,36,F,SO,KE,SO
2009,2008,1989,20,F,SO,KE,SO
2009,2009,1987,22,F,SO,KE,SO
2009,2009,1958,51,F,SO,KE,SO
2009,2009,1973,36,M,SO,KE,SO
2009,2008,1956,53,M,SO,KE,SO
2009,2008,1991,18,M,SO,KE,SO
2009,2008,1989,20,F,SO,KE,SO
2009,2008,1985,24,F,SO,KE,SO
2009,2008,1990,19,M,SO,KE,SO
2009,2008,1989,20,M,SO,KE,SO
2009,2008,1981,28,M,SO,KE,SO
2009,2008,1967,42,F,SO,KE,SO
2009,2008,1986,23,M,SO,KE,SO
2009,2008,1946,63,F,SO,KE,SO
2009,2008,1990,19,F,SO,KE,SO
2009,2008,1978,31,F,SO,KE,SO
2009,2008,1984,25,F,SO,KE,SO
2009,2008,1949,60,F,SO,KE,SO
2009,2008,1982,27,M,SO,KE,SO
2009,2008,1984,25,M,SO,KE,SO
2009,2008,1986,23,F,SO,KE,SO
2009,2008,1986,23,M,SO,KE,SO
2009,2008,1991,18,M,SO,KE,SO
2009,2009,1984,24,M,SO,SO,SO
2009,2009,1970,39,F,SO,KE,SO
2009,2009,1955,54,M,SO,KE,SO
2009,2009,1986,23,M,SO,KE,SO
2009,2009,1986,22,F,SO,EG,SO
2009,2009,2006,2,M,SO,EG,SO
2009,2009,1983,26,F,SO,EG,SO
2009,2009,1984,25,M,SO,EG,SO
2009,2009,1986,23,F,SO,SY,IZ
2009,2009,1989,20,F,SO,KE,SO
2009,2009,1966,43,F,SO,KE,SO
2009,2009,1989,20,F,SO,KE,SO
2009,2009,1994,15,F,SO,KE,SO
2009,2009,1996,13,F,SO,KE,SO
2009,2009,2000,9,M,SO,KE,SO
2009,2009,1974,35,F,SO,KE,SO
2009,2009,1982,27,M,SO,MY,SO
2009,2009,1991,18,M,SO,KE,SO
2009,2009,1991,18,M,SO,KE,SO
2009,2009,1986,23,F,SO,KE,SO
2009,2009,1988,21,F,SO,KE,SO
2009,2009,1962,47,F,SO,YM,SO
2009,2009,1989,20,M,SO,YM,SO
2009,2009,1989,20,M,SO,KE,SO
2009,2009,1982,27,M,SO,KE,SO
2009,2009,1962,47,F,SO,KE,SO
2009,2009,1974,35,F,SO,KE,SO
2009,2009,1995,14,F,SO,KE,SO
2009,2009,1998,11,F,SO,KE,SO
2009,2009,1999,9,F,SO,KE,SO
2009,2009,2000,8,F,SO,KE,SO
2009,2009,2002,7,M,SO,KE,SO
2009,2009,2004,5,F,SO,KE,SO
2009,2009,2005,3,F,SO,KE,SO
2009,2009,1987,22,M,SO,KE,SO
2009,2009,2003,6,F,SO,KE,SO
2009,2009,2008,1,M,SO,KE,SO
2009,2009,1979,30,F,SO,KE,SO
2009,2009,1978,31,F,SO,KE,SO
2009,2009,1984,25,M,SO,KE,SO
2009,2009,1983,27,F,SO,KE,SO
2009,2009,2000,10,F,SO,KE,SO
2009,2009,1981,29,F,SO,KE,SO
2009,2009,1965,45,F,SO,KE,SO
2009,2009,1974,36,F,SO,KE,SO
2009,2009,1972,38,M,SO,KE,SO
2009,2009,1994,16,F,SO,KE,SO
2009,2009,1990,20,M,SO,KE,SO
2009,2009,1984,26,F,SO,KE,SO
2009,2009,1987,23,M,SO,KE,SO
2009,2009,2007,2,F,SO,KE,SO
2009,2009,1992,18,F,SO,KE,SO
2009,2009,2008,1,M,SO,KE,SO
2009,2009,1965,45,M,SO,KE,SO
2009,2009,1970,40,F,SO,KE,SO
2009,2009,1988,22,F,SO,KE,SO
2009,2009,1953,57,M,SO,KE,SO
2009,2009,1967,43,F,SO,KE,SO
2009,2009,1984,25,M,SU,KE,SU
2009,2009,1979,31,M,SU,CD,SU
2009,2009,2006,3,F,SY,SY,IZ
2009,2009,2008,1,F,SY,SY,IZ
2009,2009,2007,2,F,SY,SY,IZ
2009,2009,1997,11,F,TH,TH,KA
2009,2009,2003,6,M,TH,TH,KA
2009,2009,2001,8,M,TH,TH,KA
2009,2009,1990,19,M,TH,TH,KA
2009,2008,2002,7,F,TH,TH,KA
2009,2008,1997,12,M,TH,TH,KA
2009,2009,1974,35,M,TH,TH,KA
2009,2009,1986,23,F,TH,TH,KA
2009,2008,1997,11,F,TH,TH,KA
2009,2009,2007,2,M,TH,TH,KA
2009,2009,2004,5,M,TH,TH,KA
2009,2009,2007,1,F,TH,TH,KA
2009,2009,2000,8,F,TH,TH,KA
2009,2009,2003,6,M,TH,TH,KA
2009,2009,1994,14,M,TH,TH,KA
2009,2009,2003,6,M,TH,TH,KA
2009,2009,2005,4,F,TH,TH,KA
